Type,Date_Installation,Frequence,Wilaya,Ville
2G,2022-03-13,700,Setif,Ville_4_Seti
3G,2015-05-02,700,Biskra,Ville_3_Bisk
2G,2016-08-20,800,Naama,Ville_3_Naam
4G,2020-11-15,2100,Skikda,Ville_5_Skik
3G,2015-12-28,2600,Illizi,Ville_3_Illi
3G,2018-03-22,700,Bordj Bou Arreridj,Ville_2_Bord
3G,2018-12-20,2600,Tissemsilt,Ville_5_Tiss
2G,2021-02-19,700,Khenchela,Ville_8_Khen
4G,2018-01-23,2100,Biskra,Ville_5_Bisk
2G,2021-02-28,2100,Djelfa,Ville_1_Djel
2G,2019-09-01,700,Tipaza ,Ville_1_Tipa
2G,2022-07-01,2600,ElOued,Ville_6_ElOu
3G,2018-04-12,700,Batna,Ville_7_Batn
4G,2022-04-11,2600,Khenchela,Ville_2_Khen
3G,2018-04-30,2100,Medea,Ville_4_Mede
4G,2019-11-29,800,Mostaganem,Ville_1_Most
2G,2016-10-30,700,Illizi,Ville_6_Illi
4G,2019-01-16,2600,Chlef,Ville_1_Chle
2G,2019-12-07,2100,Naama,Ville_8_Naam
4G,2017-06-24,1800,Saida,Ville_8_Said
4G,2015-12-06,700,Msila,Ville_5_Msil
4G,2018-02-07,2100,TiziOuzou,Ville_3_Tizi
3G,2016-10-22,800,SidiBelAbbes,Ville_1_Sidi
4G,2017-02-11,2100,Setif,Ville_7_Seti
4G,2015-08-10,700,ElOued,Ville_1_ElOu
2G,2015-04-13,1800,Tissemsilt,Ville_3_Tiss
4G,2015-03-12,800,ElOued,Ville_7_ElOu
4G,2021-03-27,2100,Bouira,Ville_4_Boui
2G,2019-12-27,2100,Tipaza ,Ville_2_Tipa
4G,2017-05-23,2600,Tindouf,Ville_2_Tind
4G,2020-05-15,800,Tebessa,Ville_8_Tebe
3G,2022-05-17,1800,Boumerdes,Ville_4_Boum
2G,2021-11-10,800,SoukAhras ,Ville_4_Souk
2G,2021-05-04,800,Alger,Ville_3_Alge
3G,2015-12-27,1800,Illizi,Ville_3_Illi
3G,2020-09-07,2600,Tamanrasset,Ville_4_Tama
3G,2021-09-04,700,Tipaza ,Ville_3_Tipa
2G,2019-09-19,2600,Batna,Ville_5_Batn
4G,2016-01-13,700,Naama,Ville_5_Naam
4G,2020-11-07,700,Alger,Ville_4_Alge
3G,2016-01-07,700,ElOued,Ville_1_ElOu
2G,2021-09-16,1800,Djelfa,Ville_1_Djel
4G,2019-01-24,2600,Chlef,Ville_7_Chle
3G,2019-01-26,2100,Tamanrasset,Ville_5_Tama
2G,2019-01-30,2600,Khenchela,Ville_5_Khen
3G,2017-06-07,2600,Chlef,Ville_1_Chle
3G,2016-12-13,700,Ghardaia,Ville_4_Ghar
2G,2017-06-22,800,Bouaghi,Ville_1_Boua
3G,2016-04-26,2600,Msila,Ville_1_Msil
2G,2021-08-19,800,TiziOuzou,Ville_7_Tizi
2G,2016-02-02,700,Naama,Ville_4_Naam
4G,2017-07-06,2100,Tissemsilt,Ville_8_Tiss
4G,2017-06-07,2600,Ghardaia,Ville_1_Ghar
2G,2021-01-19,2100,Ghardaia,Ville_8_Ghar
2G,2016-09-13,1800,Ghardaia,Ville_5_Ghar
3G,2015-03-30,2100,Chlef,Ville_8_Chle
4G,2019-10-18,2600,Setif,Ville_2_Seti
4G,2015-08-13,800,Blida,Ville_3_Blid
2G,2015-02-03,1800,Laghouat,Ville_3_Lagh
2G,2017-02-07,1800,Tipaza ,Ville_2_Tipa
4G,2021-03-28,700,Tipaza ,Ville_5_Tipa
4G,2022-08-29,700,Illizi,Ville_1_Illi
3G,2017-06-14,800,Mila,Ville_8_Mila
3G,2015-11-02,2100,Tindouf,Ville_6_Tind
3G,2021-09-21,1800,Constantine,Ville_5_Cons
4G,2020-03-10,2100,Boumerdes,Ville_8_Boum
2G,2015-01-30,2100,AinTemouchent,Ville_8_AinT
4G,2018-06-18,2600,Naama,Ville_4_Naam
2G,2018-01-14,2600,Mascara,Ville_2_Masc
2G,2022-05-27,2100,Msila,Ville_3_Msil
4G,2020-09-29,2100,Naama,Ville_5_Naam
4G,2020-06-04,700,Relizane,Ville_8_Reli
3G,2021-09-30,2600,ElTarf,Ville_6_ElTa
3G,2015-04-27,2600,Tlemcen,Ville_4_Tlem
3G,2015-08-16,2600,SidiBelAbbes,Ville_8_Sidi
3G,2015-01-16,1800,Ain Defla,Ville_3_Ain 
3G,2020-01-03,800,Illizi,Ville_2_Illi
3G,2016-10-06,1800,Boumerdes,Ville_7_Boum
3G,2021-02-01,800,Mascara,Ville_6_Masc
3G,2014-11-06,2100,Tiaret,Ville_3_Tiar
4G,2016-09-18,2100,Tindouf,Ville_2_Tind
3G,2015-06-18,700,Batna,Ville_8_Batn
3G,2018-05-07,800,Mila,Ville_4_Mila
4G,2018-08-02,2100,Mostaganem,Ville_6_Most
3G,2018-04-22,700,Skikda,Ville_8_Skik
3G,2016-02-20,1800,SoukAhras ,Ville_7_Souk
3G,2022-02-05,2100,Tlemcen,Ville_1_Tlem
2G,2021-11-16,800,Bejaia,Ville_4_Beja
2G,2015-05-26,2600,ElOued,Ville_8_ElOu
4G,2014-10-10,700,Illizi,Ville_7_Illi
4G,2021-09-18,2100,Mostaganem,Ville_7_Most
4G,2020-02-29,1800,Medea,Ville_1_Mede
2G,2016-07-27,1800,Relizane,Ville_3_Reli
4G,2018-05-19,700,Chlef,Ville_8_Chle
4G,2019-05-02,1800,Mostaganem,Ville_8_Most
3G,2019-01-16,1800,AinTemouchent,Ville_6_AinT
3G,2017-02-01,700,Skikda,Ville_8_Skik
2G,2019-01-12,2100,Ouargla,Ville_7_Ouar
2G,2018-01-07,1800,Mila,Ville_3_Mila
4G,2017-01-16,800,Biskra,Ville_3_Bisk
2G,2021-08-10,2100,SidiBelAbbes,Ville_1_Sidi
4G,2020-05-29,2100,AinTemouchent,Ville_7_AinT
3G,2020-10-09,2100,Jijel,Ville_8_Jije
3G,2018-10-08,800,AinTemouchent,Ville_3_AinT
3G,2014-12-30,2100,Mostaganem,Ville_7_Most
3G,2022-05-24,2100,Ghardaia,Ville_3_Ghar
4G,2020-01-27,700,Oran,Ville_8_Oran
4G,2016-06-03,800,Laghouat,Ville_5_Lagh
3G,2019-07-19,800,Mostaganem,Ville_6_Most
4G,2017-05-25,2600,Constantine,Ville_8_Cons
3G,2020-09-27,800,Ghardaia,Ville_8_Ghar
2G,2021-02-25,2100,Blida,Ville_5_Blid
3G,2016-06-15,1800,Bechar,Ville_2_Bech
4G,2019-02-25,700,Biskra,Ville_4_Bisk
2G,2018-03-25,800,Bejaia,Ville_6_Beja
4G,2021-07-13,700,Boumerdes,Ville_1_Boum
4G,2022-07-17,2100,Laghouat,Ville_6_Lagh
4G,2018-01-08,2600,Tipaza ,Ville_5_Tipa
2G,2020-06-01,2100,ElBayadh,Ville_7_ElBa
3G,2017-04-13,800,Naama,Ville_3_Naam
2G,2022-08-15,700,Laghouat,Ville_6_Lagh
3G,2021-06-06,1800,Bouaghi,Ville_8_Boua
3G,2016-01-05,800,Boumerdes,Ville_1_Boum
2G,2018-05-23,1800,TiziOuzou,Ville_7_Tizi
3G,2022-08-22,2100,Mila,Ville_6_Mila
2G,2020-09-01,700,Naama,Ville_8_Naam
3G,2017-09-09,2600,ElBayadh,Ville_8_ElBa
3G,2020-08-19,2100,Tamanrasset,Ville_1_Tama
4G,2015-09-21,2600,Mila,Ville_8_Mila
4G,2020-07-28,800,Illizi,Ville_4_Illi
3G,2022-07-15,2100,Setif,Ville_1_Seti
3G,2017-04-15,800,ElTarf,Ville_6_ElTa
4G,2019-07-07,2600,Constantine,Ville_1_Cons
4G,2022-05-31,2600,SoukAhras ,Ville_3_Souk
4G,2016-11-19,700,Medea,Ville_7_Mede
2G,2018-08-06,1800,Relizane,Ville_1_Reli
4G,2021-08-06,700,ElBayadh,Ville_5_ElBa
4G,2017-01-07,2100,Mila,Ville_1_Mila
2G,2016-10-11,800,ElBayadh,Ville_7_ElBa
4G,2016-04-14,800,Boumerdes,Ville_8_Boum
4G,2021-06-06,2100,ElBayadh,Ville_8_ElBa
2G,2015-04-19,2100,Bejaia,Ville_7_Beja
3G,2016-10-02,1800,Bechar,Ville_1_Bech
4G,2018-08-19,700,Bouaghi,Ville_1_Boua
3G,2015-06-15,800,Ain Defla,Ville_5_Ain 
4G,2014-11-16,1800,Setif,Ville_5_Seti
3G,2019-10-21,700,Medea,Ville_3_Mede
2G,2017-11-25,700,SoukAhras ,Ville_2_Souk
4G,2022-07-28,2600,ElBayadh,Ville_5_ElBa
4G,2020-04-22,2600,Tindouf,Ville_1_Tind
4G,2021-04-29,1800,Guelma ,Ville_7_Guel
4G,2021-10-24,1800,Bejaia,Ville_7_Beja
3G,2020-03-14,2100,Mascara,Ville_8_Masc
2G,2020-08-10,2600,Guelma ,Ville_8_Guel
2G,2014-10-14,2600,Bechar,Ville_1_Bech
3G,2017-08-14,2100,Bouaghi,Ville_7_Boua
2G,2015-03-02,800,Msila,Ville_5_Msil
4G,2017-02-11,2100,Skikda,Ville_5_Skik
4G,2014-11-09,800,Tiaret,Ville_1_Tiar
2G,2018-12-23,800,Ghardaia,Ville_5_Ghar
4G,2021-12-18,700,Tlemcen,Ville_1_Tlem
2G,2016-08-06,2100,Chlef,Ville_4_Chle
3G,2018-02-02,2600,Oran,Ville_6_Oran
2G,2015-09-11,2100,AinTemouchent,Ville_1_AinT
4G,2021-02-15,700,Bordj Bou Arreridj,Ville_5_Bord
2G,2021-02-04,1800,Tindouf,Ville_4_Tind
2G,2016-12-30,1800,ElOued,Ville_7_ElOu
3G,2021-08-13,2100,SidiBelAbbes,Ville_6_Sidi
4G,2019-01-05,700,ElOued,Ville_7_ElOu
2G,2021-04-27,2600,Laghouat,Ville_8_Lagh
4G,2018-11-29,2100,Bouira,Ville_4_Boui
2G,2021-01-13,1800,Msila,Ville_3_Msil
4G,2018-11-12,800,Mostaganem,Ville_3_Most
3G,2019-01-28,700,Bouira,Ville_7_Boui
2G,2021-02-03,800,Boumerdes,Ville_8_Boum
3G,2021-04-26,2600,Msila,Ville_5_Msil
3G,2018-07-31,800,Constantine,Ville_8_Cons
4G,2018-05-04,1800,Bouira,Ville_7_Boui
2G,2014-11-14,2600,Tissemsilt,Ville_3_Tiss
4G,2014-09-14,2100,Naama,Ville_8_Naam
3G,2014-11-09,700,Ain Defla,Ville_7_Ain 
4G,2020-07-16,2100,Guelma ,Ville_1_Guel
2G,2020-05-01,800,Ouargla,Ville_1_Ouar
3G,2021-03-04,800,Oran,Ville_7_Oran
4G,2021-01-03,2600,Constantine,Ville_4_Cons
2G,2015-01-21,800,Biskra,Ville_2_Bisk
4G,2019-06-17,2600,ElTarf,Ville_2_ElTa
4G,2020-06-23,1800,Relizane,Ville_1_Reli
3G,2021-08-20,2600,Ghardaia,Ville_1_Ghar
4G,2019-01-11,2100,Jijel,Ville_2_Jije
2G,2015-11-04,800,Medea,Ville_6_Mede
3G,2017-10-20,800,ElOued,Ville_7_ElOu
4G,2018-02-15,700,SidiBelAbbes,Ville_8_Sidi
4G,2016-03-31,2100,Bouira,Ville_4_Boui
2G,2019-02-09,2100,AinTemouchent,Ville_7_AinT
2G,2016-08-04,2600,Biskra,Ville_5_Bisk
3G,2019-03-16,800,Naama,Ville_5_Naam
4G,2015-10-16,2100,ElBayadh,Ville_1_ElBa
3G,2018-05-01,2100,Naama,Ville_8_Naam
2G,2018-04-13,700,Batna,Ville_1_Batn
4G,2015-04-21,2100,Tlemcen,Ville_3_Tlem
4G,2020-03-18,800,Guelma ,Ville_3_Guel
4G,2016-03-14,800,Tindouf,Ville_7_Tind
4G,2020-02-21,800,Ghardaia,Ville_8_Ghar
3G,2015-03-17,1800,Mascara,Ville_7_Masc
3G,2017-10-28,700,Skikda,Ville_3_Skik
2G,2016-11-15,1800,Mila,Ville_4_Mila
3G,2019-06-05,1800,Bouira,Ville_3_Boui
4G,2020-04-04,2100,Chlef,Ville_5_Chle
4G,2021-04-10,2600,Annaba,Ville_6_Anna
4G,2019-09-24,800,SidiBelAbbes,Ville_3_Sidi
4G,2018-11-06,800,SidiBelAbbes,Ville_1_Sidi
4G,2018-10-05,2100,AinTemouchent,Ville_2_AinT
4G,2019-02-16,1800,Mascara,Ville_5_Masc
2G,2022-09-12,2100,Annaba,Ville_5_Anna
3G,2017-04-22,1800,Tissemsilt,Ville_5_Tiss
2G,2014-11-07,1800,ElOued,Ville_1_ElOu
4G,2019-04-21,800,ElBayadh,Ville_6_ElBa
3G,2019-11-09,800,Annaba,Ville_6_Anna
4G,2021-05-21,2100,Batna,Ville_2_Batn
2G,2019-01-15,2100,Biskra,Ville_4_Bisk
3G,2015-10-06,800,Blida,Ville_3_Blid
2G,2018-02-09,700,Medea,Ville_4_Mede
3G,2022-08-30,2600,Ghardaia,Ville_4_Ghar
2G,2020-07-02,700,Khenchela,Ville_3_Khen
3G,2017-11-04,1800,Tissemsilt,Ville_6_Tiss
2G,2019-07-23,800,Setif,Ville_4_Seti
2G,2019-06-24,2100,Bordj Bou Arreridj,Ville_5_Bord
4G,2017-07-19,1800,Ain Defla,Ville_3_Ain 
4G,2015-09-27,800,ElBayadh,Ville_7_ElBa
2G,2017-01-17,700,Tamanrasset,Ville_5_Tama
4G,2016-04-09,700,Blida,Ville_2_Blid
4G,2015-12-19,1800,ElTarf,Ville_8_ElTa
4G,2021-09-23,800,TiziOuzou,Ville_4_Tizi
4G,2018-04-12,2600,ElBayadh,Ville_6_ElBa
2G,2017-04-06,1800,TiziOuzou,Ville_7_Tizi
2G,2018-11-26,2600,Tissemsilt,Ville_1_Tiss
3G,2018-01-05,700,Laghouat,Ville_8_Lagh
2G,2016-04-20,2600,ElBayadh,Ville_8_ElBa
3G,2022-01-08,700,Tlemcen,Ville_2_Tlem
4G,2015-02-05,800,Mascara,Ville_4_Masc
2G,2019-03-11,1800,Laghouat,Ville_2_Lagh
2G,2016-05-14,700,Djelfa,Ville_1_Djel
4G,2019-07-17,2600,Saida,Ville_6_Said
4G,2021-07-06,2100,Skikda,Ville_2_Skik
2G,2015-02-08,2100,Mila,Ville_7_Mila
3G,2015-03-21,700,Bejaia,Ville_4_Beja
3G,2020-01-03,1800,ElBayadh,Ville_8_ElBa
2G,2019-10-27,2600,TiziOuzou,Ville_5_Tizi
4G,2018-05-22,700,AinTemouchent,Ville_3_AinT
4G,2021-10-08,2100,Oran,Ville_5_Oran
3G,2022-02-08,1800,Boumerdes,Ville_4_Boum
2G,2018-11-16,800,Setif,Ville_2_Seti
3G,2018-12-08,2600,Relizane,Ville_3_Reli
4G,2021-01-01,800,Biskra,Ville_8_Bisk
3G,2014-10-18,700,Tlemcen,Ville_4_Tlem
2G,2018-07-07,800,Laghouat,Ville_4_Lagh
4G,2018-08-11,800,Medea,Ville_1_Mede
3G,2021-04-26,2600,Tiaret,Ville_8_Tiar
4G,2016-04-10,2600,Mila,Ville_3_Mila
3G,2020-09-24,1800,Khenchela,Ville_7_Khen
2G,2017-11-05,2100,AinTemouchent,Ville_3_AinT
2G,2017-02-21,2600,Mila,Ville_7_Mila
3G,2016-10-08,700,ElOued,Ville_3_ElOu
3G,2020-01-08,800,Mascara,Ville_8_Masc
4G,2021-03-11,1800,Bejaia,Ville_3_Beja
4G,2017-10-05,700,Tamanrasset,Ville_5_Tama
4G,2015-01-05,800,TiziOuzou,Ville_4_Tizi
4G,2018-02-16,2600,Guelma ,Ville_7_Guel
2G,2014-10-14,800,Medea,Ville_2_Mede
4G,2019-03-09,800,SidiBelAbbes,Ville_7_Sidi
4G,2022-03-18,700,Mila,Ville_5_Mila
2G,2021-11-24,700,SidiBelAbbes,Ville_4_Sidi
4G,2016-05-17,2600,Annaba,Ville_5_Anna
2G,2020-10-26,1800,Mascara,Ville_6_Masc
2G,2017-08-18,2600,Naama,Ville_8_Naam
4G,2017-05-29,700,Boumerdes,Ville_7_Boum
4G,2018-08-13,800,Tindouf,Ville_6_Tind
3G,2016-10-15,2600,Msila,Ville_6_Msil
2G,2015-10-01,700,TiziOuzou,Ville_3_Tizi
2G,2021-03-05,800,Bordj Bou Arreridj,Ville_8_Bord
3G,2022-07-27,800,Bouira,Ville_7_Boui
2G,2015-12-10,800,Mostaganem,Ville_3_Most
4G,2017-07-13,1800,Illizi,Ville_4_Illi
4G,2015-01-01,700,AinTemouchent,Ville_8_AinT
4G,2015-01-21,2600,Ghardaia,Ville_8_Ghar
2G,2015-03-11,1800,Bouira,Ville_1_Boui
4G,2020-07-22,700,SoukAhras ,Ville_8_Souk
2G,2021-07-14,700,Tiaret,Ville_5_Tiar
3G,2015-02-05,1800,Illizi,Ville_7_Illi
3G,2014-09-27,2100,Boumerdes,Ville_7_Boum
2G,2016-01-17,2600,Mostaganem,Ville_2_Most
4G,2018-10-23,2600,Naama,Ville_6_Naam
3G,2020-04-20,2600,ElBayadh,Ville_6_ElBa
4G,2018-05-25,700,Jijel,Ville_7_Jije
4G,2016-03-23,700,Ouargla,Ville_5_Ouar
2G,2018-07-27,700,Djelfa,Ville_8_Djel
3G,2018-12-26,700,Boumerdes,Ville_2_Boum
2G,2017-01-18,800,Bouira,Ville_7_Boui
2G,2019-02-10,800,AinTemouchent,Ville_4_AinT
4G,2015-03-17,1800,Tissemsilt,Ville_8_Tiss
4G,2021-04-16,2600,Blida,Ville_8_Blid
2G,2021-06-13,1800,Ghardaia,Ville_6_Ghar
3G,2014-12-09,1800,Illizi,Ville_5_Illi
2G,2017-06-03,2100,ElBayadh,Ville_5_ElBa
2G,2016-10-25,2100,Bouaghi,Ville_8_Boua
4G,2017-07-10,1800,Oran,Ville_8_Oran
4G,2015-06-16,800,TiziOuzou,Ville_7_Tizi
4G,2017-11-13,2600,Mascara,Ville_6_Masc
4G,2021-01-14,700,Ain Defla,Ville_5_Ain 
3G,2017-12-12,800,TiziOuzou,Ville_8_Tizi
3G,2015-11-03,700,Alger,Ville_4_Alge
2G,2015-05-21,1800,Bordj Bou Arreridj,Ville_4_Bord
4G,2020-12-16,800,Mila,Ville_8_Mila
4G,2021-06-21,1800,Tindouf,Ville_4_Tind
2G,2019-06-17,800,SidiBelAbbes,Ville_1_Sidi
2G,2019-06-17,1800,TiziOuzou,Ville_1_Tizi
2G,2014-12-27,2600,Oran,Ville_1_Oran
4G,2015-08-24,800,Bejaia,Ville_2_Beja
3G,2019-04-17,1800,Constantine,Ville_7_Cons
3G,2022-06-13,2600,Chlef,Ville_6_Chle
3G,2022-05-02,2100,Bordj Bou Arreridj,Ville_6_Bord
2G,2017-03-23,700,Ouargla,Ville_2_Ouar
4G,2015-04-12,2600,Naama,Ville_3_Naam
4G,2021-07-08,2600,Tamanrasset,Ville_5_Tama
3G,2020-01-21,2100,Tindouf,Ville_6_Tind
4G,2021-11-12,800,Tlemcen,Ville_4_Tlem
4G,2018-11-01,2100,Skikda,Ville_3_Skik
4G,2018-02-12,2600,Tamanrasset,Ville_4_Tama
3G,2015-03-20,800,Tiaret,Ville_1_Tiar
3G,2019-04-19,800,Ain Defla,Ville_6_Ain 
2G,2021-08-16,2100,Guelma ,Ville_8_Guel
2G,2015-08-23,2100,Mila,Ville_8_Mila
4G,2017-01-03,2100,Guelma ,Ville_2_Guel
3G,2022-05-08,2600,Tindouf,Ville_1_Tind
4G,2018-03-03,2600,Bouira,Ville_6_Boui
3G,2020-08-24,2100,Bouira,Ville_6_Boui
4G,2018-01-31,2600,Ain Defla,Ville_3_Ain 
2G,2019-04-08,2600,Annaba,Ville_8_Anna
4G,2020-06-14,800,Mila,Ville_6_Mila
2G,2021-04-18,800,Mostaganem,Ville_8_Most
4G,2020-01-24,700,Relizane,Ville_3_Reli
3G,2022-09-10,700,Naama,Ville_7_Naam
4G,2021-08-19,700,Mascara,Ville_7_Masc
3G,2020-04-27,1800,SidiBelAbbes,Ville_7_Sidi
2G,2020-06-07,2600,Tlemcen,Ville_3_Tlem
3G,2018-01-04,2100,Bouaghi,Ville_2_Boua
3G,2021-01-07,1800,Laghouat,Ville_6_Lagh
3G,2016-11-12,2600,TiziOuzou,Ville_7_Tizi
3G,2020-11-17,800,Bouaghi,Ville_3_Boua
2G,2016-06-19,2100,Mascara,Ville_1_Masc
3G,2017-02-27,800,Djelfa,Ville_5_Djel
2G,2020-10-22,800,Bouaghi,Ville_3_Boua
3G,2015-10-22,800,Djelfa,Ville_8_Djel
4G,2016-10-11,700,SoukAhras ,Ville_7_Souk
4G,2015-08-28,1800,Skikda,Ville_1_Skik
3G,2014-11-20,800,ElTarf,Ville_5_ElTa
4G,2015-05-07,700,Tlemcen,Ville_2_Tlem
3G,2016-08-07,700,Relizane,Ville_7_Reli
4G,2019-11-25,1800,Bejaia,Ville_3_Beja
4G,2017-12-11,2100,Mascara,Ville_1_Masc
3G,2022-07-26,2600,Djelfa,Ville_5_Djel
2G,2017-11-19,2100,Relizane,Ville_1_Reli
2G,2015-07-06,800,Tebessa,Ville_1_Tebe
3G,2015-06-02,700,Medea,Ville_1_Mede
3G,2019-03-06,1800,Saida,Ville_6_Said
2G,2015-09-12,1800,Bouira,Ville_7_Boui
4G,2015-02-09,700,Tebessa,Ville_3_Tebe
3G,2020-12-28,2100,Tebessa,Ville_5_Tebe
4G,2015-01-13,700,ElTarf,Ville_1_ElTa
4G,2021-02-17,1800,Mascara,Ville_6_Masc
3G,2018-03-05,2100,Illizi,Ville_8_Illi
4G,2019-11-13,2600,Djelfa,Ville_3_Djel
3G,2021-10-06,800,Ghardaia,Ville_5_Ghar
2G,2017-01-25,800,SidiBelAbbes,Ville_2_Sidi
3G,2018-05-25,2100,Ouargla,Ville_5_Ouar
2G,2015-01-15,800,Batna,Ville_4_Batn
4G,2014-11-23,700,AinTemouchent,Ville_1_AinT
2G,2018-01-25,1800,Guelma ,Ville_8_Guel
3G,2018-12-24,2600,Guelma ,Ville_5_Guel
2G,2018-09-16,800,Illizi,Ville_1_Illi
2G,2018-06-28,1800,Oran,Ville_1_Oran
4G,2021-10-08,2100,Djelfa,Ville_1_Djel
3G,2015-08-29,2100,Bejaia,Ville_2_Beja
3G,2019-11-30,800,Jijel,Ville_3_Jije
4G,2017-01-13,2100,Khenchela,Ville_5_Khen
4G,2021-09-13,800,Bouira,Ville_6_Boui
2G,2015-05-05,2600,Bouaghi,Ville_1_Boua
4G,2020-05-01,1800,Ghardaia,Ville_2_Ghar
4G,2022-01-12,2100,Illizi,Ville_1_Illi
2G,2020-02-12,2100,Jijel,Ville_6_Jije
2G,2019-10-02,2600,Tindouf,Ville_4_Tind
3G,2018-07-24,700,Mila,Ville_4_Mila
2G,2018-12-17,1800,Blida,Ville_3_Blid
3G,2021-11-25,2600,SidiBelAbbes,Ville_4_Sidi
4G,2020-07-22,2100,Bouaghi,Ville_5_Boua
4G,2020-08-18,1800,Tindouf,Ville_2_Tind
4G,2019-03-28,800,ElOued,Ville_1_ElOu
2G,2015-12-08,1800,Ouargla,Ville_5_Ouar
3G,2019-03-04,700,Medea,Ville_8_Mede
4G,2016-03-03,2100,Ouargla,Ville_2_Ouar
4G,2019-06-02,800,Ain Defla,Ville_5_Ain 
2G,2020-04-23,700,Mascara,Ville_5_Masc
2G,2018-09-09,800,Naama,Ville_8_Naam
3G,2021-03-04,1800,Tebessa,Ville_3_Tebe
3G,2015-02-25,1800,Setif,Ville_2_Seti
2G,2021-02-18,800,Ain Defla,Ville_2_Ain 
2G,2019-10-20,2100,Ghardaia,Ville_8_Ghar
2G,2020-03-09,2600,Tissemsilt,Ville_1_Tiss
4G,2022-02-25,1800,Relizane,Ville_4_Reli
3G,2018-06-24,2100,Mila,Ville_7_Mila
2G,2021-06-06,1800,Tiaret,Ville_3_Tiar
4G,2020-04-04,1800,Tindouf,Ville_2_Tind
4G,2015-06-19,700,Mostaganem,Ville_3_Most
3G,2020-11-12,2100,Saida,Ville_3_Said
2G,2016-06-03,700,SoukAhras ,Ville_4_Souk
4G,2019-03-04,2100,Alger,Ville_1_Alge
3G,2016-07-19,800,Skikda,Ville_2_Skik
2G,2019-06-06,700,Skikda,Ville_8_Skik
4G,2017-03-23,2100,Laghouat,Ville_6_Lagh
2G,2015-05-06,2600,SoukAhras ,Ville_4_Souk
3G,2019-08-17,2600,Ouargla,Ville_5_Ouar
2G,2015-09-17,1800,Ouargla,Ville_5_Ouar
3G,2016-02-08,2100,Tiaret,Ville_4_Tiar
3G,2017-08-28,800,SoukAhras ,Ville_5_Souk
3G,2015-01-22,700,Tipaza ,Ville_6_Tipa
4G,2017-02-07,700,Mostaganem,Ville_7_Most
4G,2017-10-21,2100,Khenchela,Ville_3_Khen
3G,2020-02-01,800,Bechar,Ville_3_Bech
4G,2017-02-23,700,Tipaza ,Ville_2_Tipa
3G,2020-08-06,1800,Guelma ,Ville_6_Guel
2G,2017-07-13,2600,Tebessa,Ville_5_Tebe
2G,2015-08-25,800,Mascara,Ville_5_Masc
2G,2019-07-15,1800,Ouargla,Ville_3_Ouar
2G,2021-01-03,1800,Batna,Ville_8_Batn
2G,2020-05-11,800,Constantine,Ville_4_Cons
4G,2019-11-15,1800,Tindouf,Ville_6_Tind
2G,2019-04-10,1800,Bouaghi,Ville_4_Boua
3G,2015-01-13,2600,Bechar,Ville_7_Bech
4G,2017-02-11,2100,Saida,Ville_1_Said
3G,2017-03-07,700,Tamanrasset,Ville_2_Tama
4G,2020-05-02,2600,Naama,Ville_6_Naam
3G,2019-07-24,800,Tiaret,Ville_6_Tiar
4G,2018-06-30,2600,Tlemcen,Ville_4_Tlem
4G,2015-03-17,2100,Tissemsilt,Ville_1_Tiss
2G,2022-05-12,2600,ElBayadh,Ville_8_ElBa
3G,2022-09-09,700,Ain Defla,Ville_1_Ain 
2G,2015-03-11,800,Illizi,Ville_3_Illi
2G,2016-03-23,1800,Oran,Ville_4_Oran
2G,2015-11-14,800,Bouira,Ville_1_Boui
2G,2016-03-14,1800,Bouaghi,Ville_2_Boua
3G,2021-04-20,1800,Laghouat,Ville_7_Lagh
2G,2021-03-07,1800,Oran,Ville_1_Oran
2G,2019-12-08,2100,Setif,Ville_2_Seti
2G,2017-11-29,2600,Laghouat,Ville_7_Lagh
3G,2016-01-16,2100,ElBayadh,Ville_4_ElBa
2G,2022-04-30,2600,Annaba,Ville_6_Anna
3G,2021-02-21,2100,Tipaza ,Ville_2_Tipa
2G,2018-05-16,2600,SidiBelAbbes,Ville_7_Sidi
4G,2019-07-29,700,Ain Defla,Ville_8_Ain 
4G,2021-05-26,700,Bejaia,Ville_3_Beja
3G,2022-06-09,800,TiziOuzou,Ville_7_Tizi
2G,2019-01-11,2600,Tiaret,Ville_8_Tiar
4G,2018-08-11,2100,Naama,Ville_2_Naam
3G,2018-06-05,2600,Alger,Ville_3_Alge
2G,2019-05-27,2600,Tipaza ,Ville_7_Tipa
4G,2019-12-05,700,Bejaia,Ville_2_Beja
2G,2016-05-24,800,AinTemouchent,Ville_4_AinT
3G,2022-06-09,2600,Laghouat,Ville_5_Lagh
3G,2021-10-02,2600,Naama,Ville_8_Naam
3G,2017-11-25,1800,Oran,Ville_2_Oran
3G,2016-09-11,1800,Tipaza ,Ville_2_Tipa
3G,2017-03-13,800,Ghardaia,Ville_2_Ghar
4G,2019-09-10,2600,Djelfa,Ville_5_Djel
3G,2015-12-27,2100,Naama,Ville_8_Naam
4G,2022-02-08,2100,Bordj Bou Arreridj,Ville_6_Bord
2G,2016-09-04,2100,Relizane,Ville_3_Reli
2G,2022-04-24,700,Djelfa,Ville_1_Djel
4G,2020-12-04,2600,Tipaza ,Ville_5_Tipa
4G,2015-12-29,800,Bordj Bou Arreridj,Ville_2_Bord
4G,2015-11-06,1800,Tebessa,Ville_2_Tebe
4G,2015-04-15,700,Mila,Ville_3_Mila
4G,2015-03-26,800,Bechar,Ville_6_Bech
